71800426,3,0,0,0,0,0,0,0
71843139,0,0,0,0,0,0,0,0
71841026,2,0,0,0,0,0,0,0
71840527,6,0,1,3,4,2,2,0
71837476,63,0,3,5,4,0,18,0
71841296,1,0,0,0,0,0,0,0
71839709,4,0,0,2,0,0,2,0
71839825,39,0,4,3,1,1,16,0
71838811,4,0,0,0,0,1,0,0
71836509,12,0,1,0,0,0,3,0
71829578,179,2,11,12,4,0,91,0
71838135,4,0,0,1,0,0,0,0
71836434,5,0,1,1,0,0,2,0
71835804,3,0,0,1,0,0,0,0
71835226,6,0,0,2,0,0,2,0
71833593,1,0,0,0,0,0,0,0
71803595,29,0,7,6,5,2,9,0
71831096,3,0,0,0,0,0,0,0
71829028,10,0,8,3,5,0,10,0
71824609,140,1,94,13,7,0,31,0
71785971,17,0,0,2,4,0,3,0
71822874,8,0,2,0,0,0,2,0
71816895,71,0,8,1,4,0,8,0
71822568,59,0,11,21,13,3,28,0
71821852,6,0,1,3,1,1,5,0
71820548,30,0,14,3,4,1,7,0
71820372,4,0,0,0,0,0,0,0
71820306,9,0,0,0,0,0,0,0
71820245,33,1,1,3,0,0,7,0
71819186,73,0,4,21,2,2,22,0
71819076,15,0,0,1,0,0,1,0
71817271,44,0,1,1,1,0,4,0
71814180,47,0,0,0,0,3,1,0
71791330,8,0,0,0,0,0,0,0
71805179,44,0,6,9,8,3,10,0
71804272,34,0,6,1,5,2,5,0
71801658,103,0,5,7,7,3,13,0
71771889,208,10,32,40,35,10,61,0
71797645,82,0,16,7,11,3,20,0
71796387,7,0,2,1,1,2,2,0
71795688,161,0,15,3,2,2,25,0
71794645,40,0,0,0,0,0,0,0
71788126,12,0,0,0,0,0,1,0
71792986,29,0,5,4,8,1,6,0
71792133,31,0,0,1,0,0,1,0
71788495,8,0,1,1,1,1,1,0
71788696,119,0,0,14,2,1,29,0
71757137,3,0,0,0,0,0,1,0
71789379,9,0,0,0,0,0,1,0
71787461,3,0,0,0,0,0,1,0
71788113,3,0,0,0,0,0,2,0
71784182,16,0,0,0,0,0,2,0
71781647,472,2,10,18,19,2,65,0
71782199,12,0,0,1,0,0,3,0
71772710,10,0,0,1,0,0,2,0
71774332,1607,225,40,87,11,23,103,0
71775780,2,0,0,0,0,0,0,0
71774080,67,3,2,39,13,3,41,0
71772896,44,0,3,17,1,0,8,0
71772758,8,0,0,1,0,2,3,0
71772479,38,1,5,19,1,1,14,0
71771671,9,0,0,2,0,0,2,0
71768999,74,0,5,24,0,1,12,0
71767950,62,0,15,15,12,1,51,0
71759471,29,0,5,3,2,2,8,0
71768221,3,0,0,0,0,1,1,0
71761764,488,1,22,45,24,3,110,0
71767172,76,0,5,10,4,2,18,0
71768571,111,0,9,15,25,1,23,0
71723092,769,1,24,78,71,6,102,0
71765706,56,0,1,5,3,1,7,0
71764762,4,0,0,0,0,1,0,0
71765258,306,2,19,50,27,5,78,0
71740219,14,0,1,1,0,0,1,0
71760570,55,1,14,8,4,3,17,0
71762201,118,0,3,20,1,1,23,0
71760641,1787,39,38,426,66,31,478,0
71760718,257,1,8,65,6,6,73,0
71760780,275,0,12,69,7,5,66,0
71731321,38,0,0,2,0,1,3,0
71757880,3,0,0,0,0,0,0,0
71757357,67,0,5,2,10,1,4,0
71757839,19,0,0,0,2,1,3,0
71756557,7,0,4,0,0,0,2,0
71754143,43,0,5,1,4,0,5,0
71754140,3387,40,44,146,266,43,333,0
71753487,92,0,7,16,2,1,16,0
71752993,95,0,1,13,0,0,33,0
71750958,18,0,3,2,3,1,5,0
71722450,993,20,62,237,107,30,266,0
71750053,17,0,0,0,0,0,1,0
71749055,18,1,3,3,0,0,5,0
71745969,467,63,44,85,71,8,111,0
71747735,393,7,16,92,25,4,56,0
71747758,253,2,12,20,9,4,40,0
71748534,13,1,6,2,0,0,6,0
71747354,14,0,0,0,0,0,2,0
71746606,503,0,39,65,48,2,79,0
71746780,37,1,5,6,2,3,8,0
71746309,72,0,3,15,2,2,18,0
71745432,190,0,8,58,2,5,49,0
71745368,218,1,4,65,8,3,61,0
71636099,324,0,38,69,42,7,98,0
71609323,1882,36,99,454,450,72,527,0
71744318,271,4,53,48,33,14,60,0
71744430,86,0,5,3,3,1,4,0
71744576,8,0,0,0,0,0,0,0
71742055,179,48,10,6,4,4,9,0
71742028,593,17,38,153,86,7,156,0
71742350,62,1,11,8,16,0,18,0
71742102,2,0,0,0,0,0,0,0
71741050,1149,3,41,229,124,19,263,0
71710651,81,0,9,10,4,2,12,0
71734920,890,2,22,65,45,6,221,0
70309815,36,3,4,10,4,2,9,0
71732080,7,0,0,1,0,0,1,0
71730960,15,0,3,1,4,2,2,0
71730669,7,1,1,1,2,1,2,0
71726798,41,0,12,9,5,2,10,0
71726260,23,1,0,1,2,0,4,0
71725525,38,8,16,5,0,3,5,0
71723096,7779,86,202,1393,764,109,1684,0
71716378,33,0,1,2,4,3,5,0
71724438,555,6,38,28,17,4,117,0
71723013,48,0,6,4,6,1,6,0
71721675,24,0,6,2,2,0,4,0
71720211,2,0,0,0,0,0,1,0
71717718,22,0,3,4,0,3,12,0
71716578,1314,19,36,182,77,20,225,0
71714409,25,0,1,7,1,0,10,0
71713012,85,34,13,10,16,5,14,0
71713447,20,0,0,0,0,0,1,0
71712685,71333,355,706,5335,5794,250,6584,0
71711453,16,0,0,0,2,0,1,0
71680610,242,1,13,29,12,4,31,0
71678003,53,0,18,9,16,4,13,0
71660198,908,8,28,85,53,9,181,0
71593945,152,1,21,36,34,9,46,0
71710213,14,0,1,1,3,0,4,0
71709619,19,0,3,1,0,0,1,0
71704345,137,13,23,20,17,0,44,0
71707842,36,0,4,3,6,2,4,0
71705829,40,0,6,2,1,2,3,0
71674483,1488,10,66,200,56,8,278,0
71599400,299,2,19,80,58,8,104,0
71686768,22,0,0,0,0,0,0,0
71699638,32,0,3,12,2,2,9,0
71698919,33,0,4,8,0,0,11,0
71685041,1942,2,52,159,50,29,204,0
71635634,3383,10,138,789,430,48,692,0
71695500,3,0,0,1,0,0,1,0
71680419,95,0,10,20,14,2,26,0
71693378,15,0,0,1,0,0,1,0
71693083,57,0,2,15,3,1,14,0
71691832,3,0,0,0,0,0,0,0
71691456,2,0,0,0,0,0,0,0
71690704,27,3,12,9,6,1,13,0
71690859,17,0,0,1,2,0,6,0
71689466,223,0,1,29,0,0,63,0
71635154,5230,81,71,577,520,13,732,0
71678202,47,0,3,16,1,2,10,0
71666705,1126,1,34,74,34,7,118,0
71687878,9,0,1,1,0,1,1,0
71687242,48,0,0,3,1,0,3,0
71681130,4,0,0,1,2,0,2,0
71683851,7,0,1,0,0,0,0,0
71679966,138,48,31,18,10,3,22,0
71679722,21,0,2,3,1,0,2,0
71678926,10,0,2,3,4,1,4,0
71651108,279,1,27,57,36,5,90,0
71664928,303,0,20,28,15,6,43,0
71676824,9,0,2,0,0,0,2,0
71676388,135,0,3,9,0,0,13,0
71676592,166,3,17,15,10,2,28,0
71661838,592,3,39,137,47,12,165,0
71673276,332,13,32,99,27,1,130,0
71673466,366,0,8,26,2,1,42,0
71673008,109,3,5,13,6,5,14,0
71639810,372,1,11,19,12,2,65,0
71672111,7,1,1,0,0,0,1,0
71670371,52,0,7,6,0,1,6,0
71669197,30,0,3,9,0,0,13,0
71667411,73,0,9,8,2,1,10,0
71638899,27,1,5,5,1,1,7,0
71667644,827,4,33,8,30,0,99,0
71663732,42,0,5,7,12,3,15,0
71663436,16,0,2,4,1,3,5,0
71666042,2375,9,50,503,247,51,503,0
71662108,120,0,5,6,10,2,27,0
71659155,843,7,23,60,13,5,95,0
71658043,37,0,4,3,4,1,5,0
71656751,48,0,0,1,0,0,3,0
71656652,19,8,1,0,0,1,1,0
71650761,1555,16,75,399,245,22,399,0
71655180,6,0,0,0,0,0,1,0
71653702,486,2,12,145,12,8,95,0
71623468,3175,30,111,801,513,55,1123,0
71644860,465,2,15,170,8,9,100,0
71649534,23,0,1,2,2,0,3,0
71647287,886,1,23,60,44,2,217,0
71643898,904,20,25,176,73,14,143,0
71646727,1414,71,36,110,126,12,191,0
71645444,2,0,0,0,0,0,0,0
71644960,75,0,9,5,1,0,10,0
71644090,358,3,10,28,20,3,37,0
71644876,1841,8,17,23,42,3,184,0
71476719,97,1,7,30,15,6,26,0
71639941,32,0,0,2,2,1,3,0
71641148,13,0,5,3,2,0,2,0
71377952,1399,13,45,52,55,2,259,0
71638235,1269,1,11,80,15,8,203,0
71638847,184,1,12,67,3,4,42,0
71638155,3140,47,194,287,145,42,304,0
71636174,39,2,5,20,10,0,17,0
71483994,1150,47,25,231,152,18,302,0
71635372,156,0,3,42,3,4,53,0
71634161,1926,20,36,123,16,16,172,0
71635965,6,0,0,0,0,0,0,0
71634341,20853,445,554,3010,2648,853,4187,0
71631951,119,0,4,32,4,4,51,0
71632586,61,0,0,19,0,1,16,0
71631489,118,0,2,31,1,0,39,0
71632280,48,0,1,15,0,0,9,0
71632669,81,1,7,31,0,3,19,0
71632559,37,1,1,2,4,1,3,0
71632116,25,0,14,3,0,1,5,0
71631580,8639,10,183,1347,177,247,808,0
71604328,29812,230,89,679,958,59,1615,0
71602490,65,0,8,13,17,2,53,0
71587813,200498,2218,2244,23970,26587,3372,31696,0
71555866,99,1,21,13,10,5,21,0
71547642,205,4,38,44,58,7,67,0
71526404,6968,78,166,1410,853,99,1530,0
71626537,22,0,0,2,1,1,3,0
71627777,13,0,0,1,0,0,3,0
71628631,15,0,0,0,0,0,0,0
71627830,2336,1,25,263,57,15,207,0
71594887,519,1,21,51,38,1,74,0
71603649,63,1,5,7,4,0,12,0
71535626,56,1,12,16,13,4,14,0
71626521,37,0,3,14,8,1,8,0
71625825,787,2,25,242,18,20,132,0
71623652,724,3,14,162,19,12,99,0
71594473,220,0,6,66,12,3,79,0
71571658,14508,108,332,2189,1731,128,3398,0
71542299,38,0,4,9,6,3,10,0
71621678,69,0,4,3,4,2,7,0
71619994,33,0,3,4,0,2,9,0
71618098,25,0,1,1,2,1,7,0
71592499,158,1,6,7,3,1,19,0
71614339,5899,180,185,1264,1026,106,1623,0
71614717,6,0,0,0,0,0,0,0
71613514,26,0,1,2,0,1,1,0
71613065,3,0,1,0,0,0,1,0
71608671,888,1,26,113,67,10,172,0
71611070,22,0,2,4,0,2,1,0
71581036,117,0,8,6,0,0,12,0
71605319,67,0,7,9,11,1,12,0
71598653,82,1,12,12,18,5,20,0
71606108,5,0,0,0,0,0,0,0
71605812,1786,20,28,117,68,6,263,0
71604224,11,0,1,1,2,0,4,0
71602027,35,0,7,2,4,2,8,0
71600948,41,0,0,2,0,3,2,0
71599557,199,0,2,3,0,0,6,0
71597232,440,1,28,94,127,17,185,0
71597347,24,0,0,1,0,0,4,0
71597439,19,0,0,0,0,0,2,0
71508395,61081,343,558,8592,6120,705,8145,0
71556355,19,0,3,3,4,2,4,0
69918799,54,2,8,7,15,4,13,0
71592398,46,0,4,6,5,1,9,0
71593461,3,0,0,0,0,0,0,0
71593183,3,0,0,0,0,0,1,0
71589631,5,0,0,0,0,1,0,0
71589609,26,0,5,9,0,0,9,0
71586771,8,0,0,0,0,1,0,0
71582043,29,0,0,0,0,0,2,0
71581461,49,0,4,11,1,1,6,0
71578079,159,0,4,23,1,1,35,0
71578018,40,1,6,16,5,1,16,0
71574798,130,0,4,7,4,0,30,0
71569241,66,0,2,9,6,0,6,0
71566521,52,1,4,4,2,0,5,0
71567281,42,0,1,2,0,2,3,0
71565095,606,2,10,42,4,10,164,0
71175775,28,0,2,2,4,1,6,0
70962737,40,0,5,7,3,0,8,0
71556073,18,0,0,0,0,0,2,0
71554005,226,0,3,44,2,1,67,0
71552141,771,2,29,138,17,18,124,0
71549107,124,0,1,12,2,0,31,0
71548605,30,0,1,4,0,0,5,0
71547259,51,0,4,1,4,2,3,0
71539885,572,1,11,18,13,5,36,0
71539405,374,0,6,99,8,6,94,0
71538352,37,8,0,1,0,0,1,0
71535666,20,0,0,0,0,0,0,0
71535350,271,0,3,65,1,1,43,0
71534050,196,0,6,59,4,4,57,0
71533650,224,1,9,79,2,7,59,0
71533033,777,1,31,212,10,10,119,0
71533224,286,1,18,101,5,12,65,0
71532798,6114,5,89,1189,447,53,830,0
71532293,12248,206,357,1829,1783,184,2393,0
71528252,49,0,2,1,2,1,6,0
71530860,11,0,0,2,0,1,2,0
71530885,94,1,17,13,6,1,11,0
71475058,489,2,21,175,42,8,96,0
71529417,46,3,0,0,0,0,1,0
71526844,405,0,3,104,7,2,70,0
71522293,1021,7,14,22,28,2,55,0
71524052,301,43,6,62,4,2,76,0
71399633,314,3,28,65,41,15,76,0
71521618,144,0,4,38,1,0,39,0
71520830,223,1,13,94,7,6,67,0
71518362,18663,244,352,1779,1964,253,2875,0
